1.998983 0.127540 0.000000 
1.997688 0.127458 0.215923 
1.993767 0.127207 0.433156 
1.987163 0.126786 0.651510 
1.977818 0.126190 0.870797 
1.965669 0.125415 1.090830 
1.950650 0.124456 1.311424 
1.932688 0.123310 1.532401 
1.911702 0.121971 1.753590 
1.887602 0.120434 1.974836 
1.860283 0.118691 2.196000 
1.829620 0.116734 2.416975 
1.795458 0.114555 2.637699 
1.757602 0.112139 2.858183 
1.715794 0.109472 3.078555 
1.669666 0.106529 3.299152 
1.618662 0.103275 3.520711 
1.561821 0.099648 3.744876 
1.497072 0.095517 3.975983 
1.413494 0.090184 4.242641 
1.997832 0.127467 0.203622 
1.994122 0.127230 0.418200 
1.987796 0.126826 0.633873 
1.978801 0.126252 0.850454 
1.967075 0.125504 1.067755 
1.952558 0.124578 1.285590 
1.935182 0.123469 1.503777 
1.914873 0.122174 1.722137 
1.891551 0.120686 1.940502 
1.865121 0.118999 2.158714 
1.835476 0.117108 2.376635 
1.802486 0.115003 2.594158 
1.765990 0.112675 2.811216 
1.725786 0.110109 3.027818 
1.681600 0.107290 3.244086 
1.633047 0.104192 3.460347 
1.579536 0.100778 3.677328 
1.520048 0.096983 3.896656 
1.452370 0.092665 4.122653 
1.364711 0.087072 4.384179 
1.994331 0.127243 0.409085 
1.988210 0.126853 0.622071 
1.979487 0.126296 0.835936 
1.968106 0.125570 1.050494 
1.954010 0.124671 1.265561 
1.937135 0.123594 1.480950 
1.917414 0.122336 1.696480 
1.894773 0.120891 1.911974 
1.869128 0.119255 2.127262 
1.840385 0.117421 2.342186 
1.808431 0.115382 2.556608 
1.773133 0.113130 2.770416 
1.734324 0.110654 2.983542 
1.691792 0.107941 3.195988 
1.645251 0.104971 3.407866 
1.594295 0.101720 3.619495 
1.538300 0.098147 3.831582 
1.476186 0.094184 4.045727 
1.405596 0.089681 4.266216 
1.313832 0.083826 4.522035 
1.988410 0.126866 0.616282 
1.979884 0.126322 0.827423 
1.968770 0.125612 1.039228 
1.955014 0.124735 1.251513 
1.938557 0.123685 1.464093 
1.919336 0.122458 1.676784 
1.897284 0.121051 1.889404 
1.872326 0.119459 2.101777 
1.844376 0.117676 2.313731 
1.813337 0.115695 2.525109 
1.779094 0.113511 2.735769 
1.741509 0.111113 2.945597 
1.700409 0.108490 3.154518 
1.655573 0.105630 3.362527 
1.606701 0.102512 3.569727 
1.553368 0.099109 3.776419 
1.494915 0.095379 3.983288 
1.430201 0.091250 4.191897 
1.356719 0.086562 4.406468 
1.260833 0.080444 4.655978 
1.979991 0.126328 0.825108 
1.969067 0.125631 1.034147 
1.955572 0.124770 1.243636 
1.939450 0.123742 1.453391 
1.920645 0.122542 1.663228 
1.899093 0.121167 1.872964 
1.874725 0.119612 2.082417 
1.847466 0.117873 2.291410 
1.817229 0.115944 2.499770 
1.783915 0.113818 2.707338 
1.747405 0.111489 2.913969 
1.707556 0.108946 3.119544 
1.664190 0.106180 3.323983 
1.617076 0.103174 3.527270 
1.565901 0.099908 3.729495 
1.510218 0.096356 3.930939 
1.449337 0.092471 4.132258 
1.382051 0.088178 4.334966 
1.305703 0.083307 4.543197 
1.205684 0.076926 4.785772 
1.968990 0.125627 1.035464 
1.955677 0.124777 1.242140 
1.939811 0.123765 1.449052 
1.921336 0.122586 1.656016 
1.900197 0.121237 1.862849 
1.876328 0.119714 2.069368 
1.849662 0.118013 2.275391 
1.820122 0.116128 2.480739 
1.787619 0.114055 2.685238 
1.752051 0.111785 2.888727 
1.713297 0.109313 3.091056 
1.671210 0.106627 3.292101 
1.625605 0.103718 3.491773 
1.576241 0.100568 3.690045 
1.522792 0.097158 3.886991 
1.464792 0.093457 4.082868 
1.401515 0.089420 4.278296 
1.331689 0.084965 4.474729 
1.252506 0.079913 4.676184 
1.148349 0.073268 4.911168 
1.955316 0.124754 1.247258 
1.939624 0.123753 1.451304 
1.921398 0.122590 1.655372 
1.900585 0.121262 1.859278 
1.877126 0.119765 2.062841 
1.850959 0.118096 2.265875 
1.822013 0.116249 2.468199 
1.790212 0.114220 2.669631 
1.755464 0.112003 2.869997 
1.717667 0.109591 3.069131 
1.676695 0.106977 3.266878 
1.632397 0.104151 3.463107 
1.584581 0.101100 3.657720 
1.532999 0.097809 3.850677 
1.477309 0.094256 4.042032 
1.417026 0.090410 4.232014 
1.351389 0.086222 4.421200 
1.279060 0.081607 4.610971 
1.197077 0.076376 4.805200 
1.088785 0.069467 5.031905 
1.938865 0.123704 1.460406 
1.920806 0.122552 1.661550 
1.900234 0.121240 1.862501 
1.877097 0.119764 2.063078 
1.851336 0.118120 2.263096 
1.822888 0.116305 2.462371 
1.791684 0.114314 2.660719 
1.757643 0.112142 2.857959 
1.720675 0.109783 3.053911 
1.680674 0.107231 3.248405 
1.637512 0.104477 3.441283 
1.591033 0.101512 3.632403 
1.541038 0.098322 3.821657 
1.487270 0.094892 4.008989 
1.429376 0.091198 4.194431 
1.366847 0.087208 4.378179 
1.298889 0.082872 4.560761 
1.224099 0.078101 4.743470 
1.139355 0.072694 4.930004 
1.026939 0.065521 5.147709 
1.919524 0.122470 1.674843 
1.899110 0.121168 1.872805 
1.876207 0.119707 2.070360 
1.850761 0.118083 2.267325 
1.822716 0.116294 2.463517 
1.792008 0.114335 2.658751 
1.758566 0.112201 2.852839 
1.722310 0.109888 3.045599 
1.683147 0.107389 3.236848 
1.640970 0.104698 3.426411 
1.595647 0.101806 3.614121 
1.547018 0.098704 3.799829 
1.494878 0.095377 3.983413 
1.438961 0.091809 4.164799 
1.378900 0.087977 4.343995 
1.314167 0.083847 4.521159 
1.243931 0.079366 4.696759 
1.166725 0.074440 4.871991 
1.079267 0.068860 5.050344 
0.962745 0.061426 5.258290 
1.897160 0.121044 1.890525 
1.874405 0.119592 2.085016 
1.849185 0.117983 2.278884 
1.821449 0.116213 2.471949 
1.791138 0.114279 2.664024 
1.758190 0.112177 2.854923 
1.722534 0.109902 3.044458 
1.684087 0.107449 3.232441 
1.642757 0.104812 3.418687 
1.598433 0.101984 3.603014 
1.550981 0.098956 3.785248 
1.500235 0.095719 3.965228 
1.445987 0.092258 4.142819 
1.387959 0.088555 4.317926 
1.325773 0.084588 4.490527 
1.258879 0.080320 4.660741 
1.186413 0.075696 4.828967 
1.106841 0.070619 4.996289 
1.016720 0.064869 5.165952 
0.896120 0.057175 5.363335 
1.871619 0.119414 2.107438 
1.846536 0.117814 2.298158 
1.819015 0.116058 2.488040 
1.789006 0.114143 2.676902 
1.756450 0.112066 2.864557 
1.721284 0.109822 3.050817 
1.683437 0.107408 3.235491 
1.642826 0.104816 3.418389 
1.599357 0.102043 3.599319 
1.552916 0.099080 3.778092 
1.503367 0.095919 3.954526 
1.450542 0.092548 4.128449 
1.394223 0.088955 4.299708 
1.334125 0.085121 4.468186 
1.269858 0.081020 4.633829 
1.200851 0.076617 4.796707 
1.126206 0.071855 4.957148 
1.044323 0.066630 5.116103 
0.951598 0.060714 5.276539 
0.826959 0.052762 5.462507 
1.842715 0.117570 2.325617 
1.815318 0.115822 2.512252 
1.785512 0.113920 2.697834 
1.753248 0.111862 2.882177 
1.718467 0.109642 3.065095 
1.681105 0.107259 3.246395 
1.641092 0.104706 3.425886 
1.598343 0.101978 3.603372 
1.552764 0.099070 3.778655 
1.504239 0.095974 3.951540 
1.452628 0.092681 4.121834 
